time,meterusage
2019-01-03 10:30:00,263.46
2019-01-03 10:45:00,264.56
2019-01-03 11:00:00,263.55
2019-01-03 11:15:00,263.1
2019-01-03 11:30:00,265.25
2019-01-03 11:45:00,265.59
2019-01-03 12:00:00,265.68
2019-01-03 12:15:00,264.32
2019-01-03 12:30:00,260.82
2019-01-03 12:45:00,261.22
2019-01-03 13:00:00,263.24
2019-01-03 13:15:00,260.08
2019-01-03 13:30:00,258.11
2019-01-03 13:45:00,260.59
2019-01-03 14:00:00,253.08
2019-01-03 14:15:00,251.16
2019-01-03 14:30:00,259.1
2019-01-03 14:45:00,254.54
2019-01-03 15:00:00,251.82
2019-01-03 15:15:00,253.56
2019-01-03 15:30:00,253.18
2019-01-03 15:45:00,257.56
2019-01-03 16:00:00,262.13
2019-01-03 16:15:00,262.23
2019-01-03 16:30:00,257.28
2019-01-03 16:45:00,252.99
2019-01-03 17:00:00,245.17
2019-01-03 17:15:00,235.12
2019-01-03 17:30:00,223.06
2019-01-03 17:45:00,193.12
2019-01-03 18:00:00,159.52
2019-01-03 18:15:00,143.66
2019-01-03 18:30:00,139.23
2019-01-03 18:45:00,139.3
2019-01-03 19:00:00,180.57
2019-01-03 19:15:00,165.82
2019-01-03 19:30:00,137.87
2019-01-03 19:45:00,131.21
2019-01-03 20:00:00,128.58
2019-01-03 20:15:00,125.86
2019-01-03 20:30:00,150.92
2019-01-03 20:45:00,170.36
2019-01-03 21:00:00,137.06
2019-01-03 21:15:00,118.39
2019-01-03 21:30:00,118.26
2019-01-03 21:45:00,112.38
2019-01-03 22:00:00,86.3
2019-01-03 22:15:00,62.42
2019-01-03 22:30:00,55.45
2019-01-03 22:45:00,55.34
2019-01-03 23:00:00,55.41
2019-01-03 23:15:00,54.6
2019-01-03 23:30:00,52.21
2019-01-03 23:45:00,51.12
2019-01-04 00:00:00,51.0
2019-01-04 00:15:00,51.14
2019-01-04 00:30:00,51.24
2019-01-04 00:45:00,51.0
2019-01-04 01:00:00,51.26
2019-01-04 01:15:00,51.03
2019-01-04 01:30:00,51.12
2019-01-04 01:45:00,51.62
2019-01-04 02:00:00,51.54
2019-01-04 02:15:00,50.97
2019-01-04 02:30:00,51.04
2019-01-04 02:45:00,51.52
2019-01-04 03:00:00,50.9
2019-01-04 03:15:00,50.87
2019-01-04 03:30:00,57.31
2019-01-04 03:45:00,61.89
2019-01-04 04:00:00,61.53
2019-01-04 04:15:00,60.81
2019-01-04 04:30:00,60.93
2019-01-04 04:45:00,63.75
2019-01-04 05:00:00,70.27
2019-01-04 05:15:00,76.92
2019-01-04 05:30:00,95.87
2019-01-04 05:45:00,162.85
2019-01-04 06:00:00,176.84
2019-01-04 06:15:00,163.81
2019-01-04 06:30:00,172.73
2019-01-04 06:45:00,186.77
2019-01-04 07:00:00,192.65
2019-01-04 07:15:00,192.82
2019-01-04 07:30:00,205.1
2019-01-04 07:45:00,210.87
2019-01-04 08:00:00,227.76
2019-01-04 08:15:00,245.31
2019-01-04 08:30:00,258.4
2019-01-04 08:45:00,268.22
2019-01-04 09:00:00,272.19
2019-01-04 09:15:00,277.17
2019-01-04 09:30:00,276.54
2019-01-04 09:45:00,270.7
2019-01-04 10:00:00,267.36
2019-01-04 10:15:00,265.28
2019-01-04 10:30:00,263.8
2019-01-04 10:45:00,263.57
2019-01-04 11:00:00,268.59
2019-01-04 11:15:00,263.67
2019-01-04 11:30:00,263.56
2019-01-04 11:45:00,261.91
2019-01-04 12:00:00,263.11
2019-01-04 12:15:00,264.24
2019-01-04 12:30:00,263.83
2019-01-04 12:45:00,265.0
2019-01-04 13:00:00,267.16
2019-01-04 13:15:00,265.1
2019-01-04 13:30:00,258.13
2019-01-04 13:45:00,258.01
2019-01-04 14:00:00,260.45
2019-01-04 14:15:00,258.21
2019-01-04 14:30:00,257.12
2019-01-04 14:45:00,255.66
2019-01-04 15:00:00,254.7
2019-01-04 15:15:00,251.72
2019-01-04 15:30:00,251.06
2019-01-04 15:45:00,251.52
2019-01-04 16:00:00,249.5
2019-01-04 16:15:00,247.9
2019-01-04 16:30:00,247.5
2019-01-04 16:45:00,248.18
2019-01-04 17:00:00,245.88
2019-01-04 17:15:00,231.12
2019-01-04 17:30:00,213.68
2019-01-04 17:45:00,185.15
2019-01-04 18:00:00,157.01
2019-01-04 18:15:00,141.02
2019-01-04 18:30:00,129.7
2019-01-04 18:45:00,126.52
2019-01-04 19:00:00,170.75
2019-01-04 19:15:00,160.57
2019-01-04 19:30:00,128.24
2019-01-04 19:45:00,119.3
2019-01-04 20:00:00,120.32
2019-01-04 20:15:00,120.03
2019-01-04 20:30:00,141.45
2019-01-04 20:45:00,163.09
2019-01-04 21:00:00,131.79
2019-01-04 21:15:00,113.61
2019-01-04 21:30:00,108.31
2019-01-04 21:45:00,93.54
2019-01-04 22:00:00,73.68
2019-01-04 22:15:00,60.13
2019-01-04 22:30:00,56.19
2019-01-04 22:45:00,55.02
2019-01-04 23:00:00,52.93
2019-01-04 23:15:00,49.87
2019-01-04 23:30:00,48.65
2019-01-04 23:45:00,49.08
2019-01-05 00:00:00,49.79
2019-01-05 00:15:00,49.76
2019-01-05 00:30:00,49.19
2019-01-05 00:45:00,49.66
2019-01-05 01:00:00,48.87
2019-01-05 01:15:00,48.85
2019-01-05 01:30:00,48.9
2019-01-05 01:45:00,49.38
2019-01-05 02:00:00,49.34
2019-01-05 02:15:00,49.25
2019-01-05 02:30:00,48.77
2019-01-05 02:45:00,47.94
2019-01-05 03:00:00,47.34
2019-01-05 03:15:00,48.19
2019-01-05 03:30:00,49.3
2019-01-05 03:45:00,48.84
2019-01-05 04:00:00,47.69
2019-01-05 04:15:00,47.41
2019-01-05 04:30:00,47.35
2019-01-05 04:45:00,48.44
2019-01-05 05:00:00,48.34
2019-01-05 05:15:00,47.58
2019-01-05 05:30:00,47.21
2019-01-05 05:45:00,47.77
2019-01-05 06:00:00,47.86
2019-01-05 06:15:00,47.74
2019-01-05 06:30:00,49.16
2019-01-05 06:45:00,52.63
2019-01-05 07:00:00,52.78
2019-01-05 07:15:00,51.83
2019-01-05 07:30:00,51.57
2019-01-05 07:45:00,52.6
2019-01-05 08:00:00,52.27
2019-01-05 08:15:00,51.63
2019-01-05 08:30:00,51.06
2019-01-05 08:45:00,51.26
2019-01-05 09:00:00,53.98
2019-01-05 09:15:00,56.37
2019-01-05 09:30:00,56.96
2019-01-05 09:45:00,56.03
2019-01-05 10:00:00,55.69
2019-01-05 10:15:00,55.53
2019-01-05 10:30:00,56.22
2019-01-05 10:45:00,56.9
2019-01-05 11:00:00,56.21
2019-01-05 11:15:00,55.69
2019-01-05 11:30:00,55.73
2019-01-05 11:45:00,55.91
2019-01-05 12:00:00,56.16
2019-01-05 12:15:00,55.68
2019-01-05 12:30:00,55.56
2019-01-05 12:45:00,56.71
2019-01-05 13:00:00,57.28
2019-01-05 13:15:00,57.08
2019-01-05 13:30:00,55.88
2019-01-05 13:45:00,56.64
2019-01-05 14:00:00,56.76
2019-01-05 14:15:00,56.51
2019-01-05 14:30:00,56.15
2019-01-05 14:45:00,55.35
2019-01-05 15:00:00,55.21
2019-01-05 15:15:00,55.8
2019-01-05 15:30:00,56.28
2019-01-05 15:45:00,56.21
2019-01-05 16:00:00,55.48
2019-01-05 16:15:00,54.41
2019-01-05 16:30:00,52.52
2019-01-05 16:45:00,52.0
2019-01-05 17:00:00,52.63
2019-01-05 17:15:00,51.88
2019-01-05 17:30:00,51.94
2019-01-05 17:45:00,52.37
2019-01-05 18:00:00,53.38
2019-01-05 18:15:00,52.53
2019-01-05 18:30:00,51.59
2019-01-05 18:45:00,52.39
2019-01-05 19:00:00,52.65
2019-01-05 19:15:00,53.13
2019-01-05 19:30:00,52.46
2019-01-05 19:45:00,50.58
2019-01-05 20:00:00,48.78
2019-01-05 20:15:00,47.5
2019-01-05 20:30:00,47.34
2019-01-05 20:45:00,47.32
2019-01-05 21:00:00,47.65
2019-01-05 21:15:00,47.66
2019-01-05 21:30:00,47.49
2019-01-05 21:45:00,47.74
2019-01-05 22:00:00,47.98
2019-01-05 22:15:00,48.1
2019-01-05 22:30:00,48.2
2019-01-05 22:45:00,48.45
2019-01-05 23:00:00,47.74
2019-01-05 23:15:00,47.32
2019-01-05 23:30:00,47.76
2019-01-05 23:45:00,48.41
2019-01-06 00:00:00,48.38
2019-01-06 00:15:00,48.06
2019-01-06 00:30:00,47.65
2019-01-06 00:45:00,47.74
2019-01-06 01:00:00,48.29
2019-01-06 01:15:00,47.43
2019-01-06 01:30:00,48.36
2019-01-06 01:45:00,48.51
2019-01-06 02:00:00,48.59
2019-01-06 02:15:00,47.71
2019-01-06 02:30:00,47.81
2019-01-06 02:45:00,49.5
2019-01-06 03:00:00,48.6
2019-01-06 03:15:00,47.99
2019-01-06 03:30:00,48.48
2019-01-06 03:45:00,48.69
2019-01-06 04:00:00,48.13
2019-01-06 04:15:00,47.46
2019-01-06 04:30:00,48.58
2019-01-06 04:45:00,48.94
2019-01-06 05:00:00,47.7
2019-01-06 05:15:00,47.73
2019-01-06 05:30:00,47.76
2019-01-06 05:45:00,47.2
2019-01-06 06:00:00,47.66
2019-01-06 06:15:00,48.0
2019-01-06 06:30:00,50.16
2019-01-06 06:45:00,51.99
2019-01-06 07:00:00,52.37
2019-01-06 07:15:00,52.07
2019-01-06 07:30:00,51.43
2019-01-06 07:45:00,52.85
2019-01-06 08:00:00,52.74
2019-01-06 08:15:00,52.59
2019-01-06 08:30:00,51.7
2019-01-06 08:45:00,51.75
2019-01-06 09:00:00,52.45
2019-01-06 09:15:00,52.46
2019-01-06 09:30:00,52.3
2019-01-06 09:45:00,52.29
2019-01-06 10:00:00,52.35
2019-01-06 10:15:00,52.02
2019-01-06 10:30:00,52.51
2019-01-06 10:45:00,52.62
2019-01-06 11:00:00,52.63
2019-01-06 11:15:00,51.79
2019-01-06 11:30:00,51.17
2019-01-06 11:45:00,51.99
2019-01-06 12:00:00,52.45
2019-01-06 12:15:00,51.9
2019-01-06 12:30:00,51.77
2019-01-06 12:45:00,51.67
2019-01-06 13:00:00,52.3
2019-01-06 13:15:00,52.18
2019-01-06 13:30:00,51.36
2019-01-06 13:45:00,51.83
2019-01-06 14:00:00,53.21
2019-01-06 14:15:00,52.47
2019-01-06 14:30:00,52.95
2019-01-06 14:45:00,52.72
2019-01-06 15:00:00,52.08
2019-01-06 15:15:00,51.94
2019-01-06 15:30:00,51.82
2019-01-06 15:45:00,52.4
2019-01-06 16:00:00,52.48
2019-01-06 16:15:00,51.77
2019-01-06 16:30:00,51.68
2019-01-06 16:45:00,55.03
2019-01-06 17:00:00,58.16
2019-01-06 17:15:00,59.27
2019-01-06 17:30:00,59.48
2019-01-06 17:45:00,59.71
2019-01-06 18:00:00,74.3
2019-01-06 18:15:00,102.52
2019-01-06 18:30:00,79.25
2019-01-06 18:45:00,62.36
2019-01-06 19:00:00,62.82
2019-01-06 19:15:00,62.82
2019-01-06 19:30:00,62.13
2019-01-06 19:45:00,80.56
2019-01-06 20:00:00,98.94
2019-01-06 20:15:00,73.94
2019-01-06 20:30:00,58.6
2019-01-06 20:45:00,58.22
2019-01-06 21:00:00,58.23
2019-01-06 21:15:00,58.19
2019-01-06 21:30:00,57.89
2019-01-06 21:45:00,59.67
2019-01-06 22:00:00,97.49
2019-01-06 22:15:00,85.23
2019-01-06 22:30:00,61.61
2019-01-06 22:45:00,57.78
2019-01-06 23:00:00,58.05
2019-01-06 23:15:00,59.08
2019-01-06 23:30:00,59.01
2019-01-06 23:45:00,76.5
2019-01-07 00:00:00,114.57
2019-01-07 00:15:00,101.21
2019-01-07 00:30:00,86.93
2019-01-07 00:45:00,87.25
2019-01-07 01:00:00,90.81
2019-01-07 01:15:00,90.65
2019-01-07 01:30:00,88.37
2019-01-07 01:45:00,87.9
2019-01-07 02:00:00,88.15
2019-01-07 02:15:00,92.22
2019-01-07 02:30:00,106.64
2019-01-07 02:45:00,122.8
2019-01-07 03:00:00,129.82
2019-01-07 03:15:00,129.72
2019-01-07 03:30:00,121.94
2019-01-07 03:45:00,117.31
2019-01-07 04:00:00,115.86
2019-01-07 04:15:00,119.02
2019-01-07 04:30:00,121.38
2019-01-07 04:45:00,126.98
2019-01-07 05:00:00,137.04
2019-01-07 05:15:00,143.52
2019-01-07 05:30:00,142.11
2019-01-07 05:45:00,136.33
2019-01-07 06:00:00,134.09
2019-01-07 06:15:00,145.11
2019-01-07 06:30:00,165.99
2019-01-07 06:45:00,179.89
2019-01-07 07:00:00,184.94
2019-01-07 07:15:00,199.91
2019-01-07 07:30:00,213.54
2019-01-07 07:45:00,221.92
2019-01-07 08:00:00,237.86
2019-01-07 08:15:00,254.82
2019-01-07 08:30:00,269.9
2019-01-07 08:45:00,279.72
2019-01-07 09:00:00,287.69
2019-01-07 09:15:00,289.0
2019-01-07 09:30:00,289.86
2019-01-07 09:45:00,297.14
2019-01-07 10:00:00,294.14
2019-01-07 10:15:00,291.09
2019-01-07 10:30:00,292.31
2019-01-07 10:45:00,289.24
2019-01-07 11:00:00,288.58
2019-01-07 11:15:00,289.96
2019-01-07 11:30:00,287.53
2019-01-07 11:45:00,280.38
2019-01-07 12:00:00,284.64
2019-01-07 12:15:00,289.27
2019-01-07 12:30:00,289.8
2019-01-07 12:45:00,286.93
2019-01-07 13:00:00,284.35
2019-01-07 13:15:00,283.39
2019-01-07 13:30:00,281.86
2019-01-07 13:45:00,280.16
2019-01-07 14:00:00,276.45
2019-01-07 14:15:00,275.11
2019-01-07 14:30:00,273.65
2019-01-07 14:45:00,273.16
2019-01-07 15:00:00,270.59
2019-01-07 15:15:00,264.28
2019-01-07 15:30:00,262.1
2019-01-07 15:45:00,265.41
2019-01-07 16:00:00,267.28
2019-01-07 16:15:00,259.0
2019-01-07 16:30:00,251.72
2019-01-07 16:45:00,253.86
2019-01-07 17:00:00,253.17
2019-01-07 17:15:00,248.13
2019-01-07 17:30:00,237.64
2019-01-07 17:45:00,222.29
2019-01-07 18:00:00,193.24
2019-01-07 18:15:00,174.39
2019-01-07 18:30:00,165.36
2019-01-07 18:45:00,163.35
2019-01-07 19:00:00,200.95
2019-01-07 19:15:00,196.17
2019-01-07 19:30:00,161.01
2019-01-07 19:45:00,149.13
2019-01-07 20:00:00,143.72
2019-01-07 20:15:00,139.83
2019-01-07 20:30:00,138.94
2019-01-07 20:45:00,174.8
2019-01-07 21:00:00,176.2
2019-01-07 21:15:00,144.65
2019-01-07 21:30:00,129.86
2019-01-07 21:45:00,114.51
2019-01-07 22:00:00,91.91
2019-01-07 22:15:00,77.94
2019-01-07 22:30:00,73.94
2019-01-07 22:45:00,74.75
2019-01-07 23:00:00,72.92
2019-01-07 23:15:00,62.31
2019-01-07 23:30:00,57.52
2019-01-07 23:45:00,57.58
2019-01-08 00:00:00,57.84
2019-01-08 00:15:00,57.96
2019-01-08 00:30:00,58.58
2019-01-08 00:45:00,59.01
2019-01-08 01:00:00,58.43
2019-01-08 01:15:00,58.25
2019-01-08 01:30:00,58.35
2019-01-08 01:45:00,58.17
2019-01-08 02:00:00,58.59
2019-01-08 02:15:00,58.69
2019-01-08 02:30:00,58.58
2019-01-08 02:45:00,59.31
2019-01-08 03:00:00,59.38
2019-01-08 03:15:00,61.34
2019-01-08 03:30:00,66.77
2019-01-08 03:45:00,69.58
2019-01-08 04:00:00,70.08
2019-01-08 04:15:00,70.13
2019-01-08 04:30:00,69.03
2019-01-08 04:45:00,68.98
2019-01-08 05:00:00,69.97
2019-01-08 05:15:00,77.74
2019-01-08 05:30:00,97.22
2019-01-08 05:45:00,123.46
2019-01-08 06:00:00,125.72
2019-01-08 06:15:00,141.27
2019-01-08 06:30:00,176.54
2019-01-08 06:45:00,196.21
2019-01-08 07:00:00,202.9
2019-01-08 07:15:00,207.56
2019-01-08 07:30:00,212.77
2019-01-08 07:45:00,227.75
2019-01-08 08:00:00,245.27
2019-01-08 08:15:00,259.21
2019-01-08 08:30:00,268.61
2019-01-08 08:45:00,273.96
2019-01-08 09:00:00,277.93
2019-01-08 09:15:00,283.89
2019-01-08 09:30:00,288.82
2019-01-08 09:45:00,294.07
2019-01-08 10:00:00,293.67
2019-01-08 10:15:00,296.7
2019-01-08 10:30:00,294.0
2019-01-08 10:45:00,286.83
2019-01-08 11:00:00,289.73
2019-01-08 11:15:00,281.44
2019-01-08 11:30:00,273.71
2019-01-08 11:45:00,272.48
2019-01-08 12:00:00,278.69
2019-01-08 12:15:00,284.05
2019-01-08 12:30:00,282.67
2019-01-08 12:45:00,282.2
2019-01-08 13:00:00,281.26
2019-01-08 13:15:00,276.54
2019-01-08 13:30:00,274.81
2019-01-08 13:45:00,275.2
2019-01-08 14:00:00,276.1
2019-01-08 14:15:00,271.88
2019-01-08 14:30:00,270.7
2019-01-08 14:45:00,266.01
2019-01-08 15:00:00,267.16
2019-01-08 15:15:00,265.21
2019-01-08 15:30:00,263.43
2019-01-08 15:45:00,260.34
2019-01-08 16:00:00,259.4
2019-01-08 16:15:00,257.83
2019-01-08 16:30:00,259.8
2019-01-08 16:45:00,260.87
2019-01-08 17:00:00,257.63
2019-01-08 17:15:00,250.55
2019-01-08 17:30:00,234.69
2019-01-08 17:45:00,210.15
2019-01-08 18:00:00,187.08
2019-01-08 18:15:00,172.02
2019-01-08 18:30:00,159.64
2019-01-08 18:45:00,151.99
2019-01-08 19:00:00,178.31
2019-01-08 19:15:00,179.69
2019-01-08 19:30:00,148.09
2019-01-08 19:45:00,134.17
2019-01-08 20:00:00,131.0
2019-01-08 20:15:00,127.55
2019-01-08 20:30:00,125.0
2019-01-08 20:45:00,128.44
2019-01-08 21:00:00,162.69
2019-01-08 21:15:00,142.04
2019-01-08 21:30:00,118.86
2019-01-08 21:45:00,105.72
2019-01-08 22:00:00,79.0
2019-01-08 22:15:00,60.82
2019-01-08 22:30:00,56.35
2019-01-08 22:45:00,55.78
2019-01-08 23:00:00,55.68
2019-01-08 23:15:00,53.04
2019-01-08 23:30:00,50.44
2019-01-08 23:45:00,51.01
2019-01-09 00:00:00,50.83
2019-01-09 00:15:00,50.86
2019-01-09 00:30:00,51.99
2019-01-09 00:45:00,52.31
2019-01-09 01:00:00,52.45
2019-01-09 01:15:00,52.24
2019-01-09 01:30:00,53.15
2019-01-09 01:45:00,53.94
2019-01-09 02:00:00,54.24
2019-01-09 02:15:00,53.8
2019-01-09 02:30:00,53.26
2019-01-09 02:45:00,54.15
2019-01-09 03:00:00,53.75
2019-01-09 03:15:00,55.35
2019-01-09 03:30:00,60.79
2019-01-09 03:45:00,64.06
2019-01-09 04:00:00,64.44
2019-01-09 04:15:00,64.29
2019-01-09 04:30:00,65.13
2019-01-09 04:45:00,67.27
2019-01-09 05:00:00,70.67
2019-01-09 05:15:00,77.13
2019-01-09 05:30:00,97.66
2019-01-09 05:45:00,142.59
2019-01-09 06:00:00,166.84
2019-01-09 06:15:00,158.23
2019-01-09 06:30:00,162.71
2019-01-09 06:45:00,185.75
2019-01-09 07:00:00,203.18
2019-01-09 07:15:00,204.17
2019-01-09 07:30:00,228.92
2019-01-09 07:45:00,236.78
2019-01-09 08:00:00,235.63
2019-01-09 08:15:00,248.38
2019-01-09 08:30:00,263.56
2019-01-09 08:45:00,269.91
2019-01-09 09:00:00,278.73
2019-01-09 09:15:00,283.85
2019-01-09 09:30:00,281.92
2019-01-09 09:45:00,280.27
2019-01-09 10:00:00,275.54
2019-01-09 10:15:00,270.32
2019-01-09 10:30:00,266.46
2019-01-09 10:45:00,271.74
2019-01-09 11:00:00,274.86
2019-01-09 11:15:00,268.8
2019-01-09 11:30:00,264.79
2019-01-09 11:45:00,261.55
2019-01-09 12:00:00,263.56
2019-01-09 12:15:00,258.85
2019-01-09 12:30:00,260.11
2019-01-09 12:45:00,259.27
2019-01-09 13:00:00,256.87
